Players,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,PPS,AFG%
"Shawn Marion, SG",0.987804878049,0.987804878049,0.935034802784,0.61581920904,0.837837837838,0.888888888889,0.929133858268,0.171428571429,0.752851711027,0.51367781155,0.405405405405,0.7,0.132530120482,0.840425531915,0.72131147541,0.621323529412,0.525,0.352941176471,0.428571428571,0.331,0.31914893617,0.321739130435,0.81,0.73786407767,0.599099099099,0.577,0.648,0.56
"Raja Bell, SG",0.963414634146,0.963414634146,0.870069605568,0.415254237288,0.162162162162,0.262626262626,0.251968503937,0.247619047619,0.365019011407,0.0851063829787,0.297297297297,0.775,0.277108433735,0.457446808511,0.44262295082,0.433823529412,0.457,0.735294117647,0.666666666667,0.442,0.159574468085,0.15652173913,0.79,0.281553398058,0.279279279279,0.471,0.6245,0.56
"Boris Diaw, C",0.987804878049,0.853658536585,0.823665893271,0.375706214689,0.540540540541,0.494949494949,0.543307086614,0.590476190476,0.273764258555,0.31914893617,0.621621621622,0.8,0.325301204819,0.613475177305,0.450819672131,0.386029411765,0.526,0.0294117647059,0.047619047619,0.267,0.223404255319,0.252173913043,0.73,0.52427184466,0.454954954955,0.536,0.633,0.53
"Steve Nash, PG",0.963414634146,0.963414634146,0.821345707657,0.531073446328,0.162162162162,0.363636363636,0.330708661417,1.0,0.292775665399,0.0455927051672,0.945945945946,0.375,0.361445783133,0.826241134752,0.55737704918,0.492647058824,0.512,0.558823529412,0.511904761905,0.439,0.351063829787,0.304347826087,0.92,0.47572815534,0.40990990991,0.548,0.705,0.58
"Leandro Barbosa, SG",0.69512195122,0.134146341463,0.647331786543,0.370056497175,0.135135135135,0.212121212121,0.204724409449,0.266666666667,0.319391634981,0.0334346504559,0.432432432432,0.625,0.21686746988,0.535460992908,0.393442622951,0.363970588235,0.481,0.441176470588,0.404761904762,0.444,0.202127659574,0.226086956522,0.76,0.320388349515,0.292792792793,0.501,0.656,0.56
"Kurt Thomas, PF",0.646341463415,0.609756097561,0.61716937355,0.242937853107,0.513513513514,0.59595959596,0.614173228346,0.104761904762,0.163498098859,0.310030395137,0.297297297297,0.9,0.120481927711,0.464539007092,0.295081967213,0.272058823529,0.486,0.0,0.0,0.0,0.148936170213,0.147826086957,0.82,0.349514563107,0.333333333333,0.486,0.582,0.49
"Tim Thomas, PF",0.317073170732,0.121951219512,0.566125290023,0.310734463277,0.216216216216,0.40404040404,0.385826771654,0.0666666666667,0.235741444867,0.0699088145897,0.324324324324,0.75,0.0722891566265,0.432624113475,0.33606557377,0.349264705882,0.435,0.5,0.47619047619,0.429,0.117021276596,0.139130434783,0.67,0.233009708738,0.247747747748,0.44,0.5835,0.53
"James Jones, SG",0.914634146341,0.292682926829,0.547563805104,0.262711864407,0.162162162162,0.282828282828,0.267716535433,0.0761904761905,0.19391634981,0.197568389058,0.135135135135,0.475,0.192771084337,0.468085106383,0.262295081967,0.283088235294,0.418,0.441176470588,0.452380952381,0.386,0.148936170213,0.139130434783,0.85,0.165048543689,0.175675675676,0.449,0.6015,0.51
"Eddie House, SG",0.987804878049,0.0,0.406032482599,0.276836158192,0.0540540540541,0.141414141414,0.125984251969,0.171428571429,0.197718631179,0.0455927051672,0.243243243243,0.3,0.228915662651,0.542553191489,0.327868852459,0.345588235294,0.422,0.441176470588,0.464285714286,0.389,0.0425531914894,0.0434782608696,0.8,0.242718446602,0.247747747748,0.445,0.5245,0.5
"Amar'e Stoudemire, PF",0.0365853658537,0.0365853658537,0.38747099768,0.245762711864,0.540540540541,0.333333333333,0.417322834646,0.0666666666667,0.125475285171,0.303951367781,0.0810810810811,0.325,0.240963855422,0.631205673759,0.245901639344,0.330882352941,0.333,0.0,0.0357142857143,0.0,0.287234042553,0.260869565217,0.89,0.291262135922,0.391891891892,0.346,0.4815,0.33
